Country Name,"Country Code","Series Name","Series Code","1960 [YR1960]","1961 [YR1961]","1962 [YR1962]","1963 [YR1963]","1964 [YR1964]","1965 [YR1965]","1966 [YR1966]","1967 [YR1967]","1968 [YR1968]","1969 [YR1969]","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]"
Malawi,"MWI","GDP per capita (current US$)","NY.GDP.PCAP.CD","44.5238943299158","46.581647315026","47.6984336130766","48.5055023341488","48.2932015129298","55.498278104464","61.4076528823282","62.0199851051839","54.9163479339372","58.0094165344442","61.7655370220921","75.6637233588768","81.8914715275572","87.2275751588033","104.797204851568","113.880036831285","120.872668361759","141.010400159752","160.938738945292","174.186476325163","198.010933814276","193.014905524503","179.729959177697","181.537642798174","173.449698658548","155.655784008284","154.395311664904","145.322799488851","159.77466566626","175.219323094243","199.986342315353","229.527538999227","185.785886618115","213.240613073483","121.264127633342","141.954390617113","227.584770203676","259.450494129967","165.895393540989","163.614246758604","156.385718599912","150.148955764119","298.433384945159","267.399056501788","282.567084599486","289.555168920514","308.16347571141","332.259144361638","387.605975305468","438.212042916878","478.668589704525","534.951264721663","391.561832360636","348.430269640572","371.269749625713","380.597033140938","315.777326372575","356.717573153369","389.398033178836"
Malawi,"MWI","Population, total","SP.POP.TOTL","3659984","3747753","3839043","3933908","4032371","4134460","4240429","4350452","4464423","4582198","4703782","4829090","4958549","5093363","5235073","5384795","5545651","5717953","5896865","6075495","6250440","6412384","6565985","6737924","6964607","7268267","7666391","8141146","8636690","9075572","9404500","9600355","9685973","9710331","9745690","9844415","10022789","10264906","10552338","10854322","11148758","11432000","11713664","12000181","12301838","12625952","12973699","13341806","13727890","14128155","14539612","14962112","15396005","15839269","16289540","16745303","17205289","17670260","18143315"
Malawi,"MWI","Population, male","SP.POP.TOTL.MA.IN","1771878","1815240","1860238","1906941","1955410","2005702","2057971","2112296","2168648","2226972","2287283","2349541","2413970","2481180","2551931","2626798","2707280","2793534","2883182","2972854","3060877","3142762","3220751","3307648","3420933","3571274","3767022","3999595","4242301","4458084","4621421","4721326","4768656","4786491","4808926","4860708","4949479","5067839","5207457","5354271","5498206","5637645","5777101","5919624","6070036","6231764","6405378","6589342","6782426","6982679","7188568","7400025","7617203","7839022","8064211","8291972","8521628","8753621","8989600"
Malawi,"MWI","Population, female","SP.POP.TOTL.FE.IN","1888106","1932513","1978805","2026967","2076961","2128758","2182458","2238156","2295775","2355226","2416499","2479549","2544579","2612183","2683142","2757997","2838371","2924419","3013683","3102641","3189563","3269622","3345234","3430276","3543674","3696993","3899369","4141551","4394389","4617488","4783079","4879029","4917317","4923840","4936764","4983707","5073310","5197067","5344881","5500051","5650552","5794355","5936563","6080557","6231802","6394188","6568321","6752464","6945464","7145476","7351044","7562087","7778802","8000247","8225329","8453331","8683661","8916639","9153715"
Malawi,"MWI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","37.805","38.031","38.249","38.458","38.664","38.881","39.127","39.415","39.75","40.134","40.558","41.011","41.475","41.932","42.376","42.802","43.215","43.621","44.02","44.408","44.776","45.112","45.411","45.668","45.882","46.055","46.196","46.313","46.414","46.503","46.576","46.627","46.65","46.647","46.627","46.585","46.516","46.434","46.369","46.355","46.45","46.71","47.169","47.843","48.735","49.846","51.163","52.63","54.177","55.745","57.263","58.667","59.927","61.02","61.932","62.661","63.223","63.671",""
Malaysia,"MYS","GDP per capita (current US$)","NY.GDP.PCAP.CD","234.938753415302","225.933513017345","230.260461298934","279.717634033771","289.008759338139","310.327925803759","321.094127654184","317.424084086877","323.402486662985","347.372962504739","357.656799363809","383.671506396376","445.350157783169","661.02269101028","799.931844087895","764.56650431925","886.229972127925","1027.29299169321","1246.55773885714","1576.04927426969","1774.74145448811","1769.09965233453","1852.25699601331","2047.77111698224","2234.25749795714","2000.14790090684","1728.68534385348","1947.80871003652","2072.07829480022","2216.25044584351","2441.74199054895","2653.50710453304","3113.62566885063","3433.14337827802","3728.09290042824","4329.68790247823","4798.59422773695","4637.86501599615","3263.34537139459","3492.6925795875","4043.66205143391","3913.42872623909","4165.71523311462","4461.84768676805","4952.22342169251","5587.02564962339","6209.11410394837","7243.45598744703","8474.57582207634","7292.49304372936","9040.56625117172","10399.372753345","10817.4428742856","10970.1232849014","11319.0797572756","9799.36753137135","9671.02471707407","10117.569032569","11238.9573725301"
Malaysia,"MYS","Population, total","SP.POP.TOTL","8156347","8417824","8692342","8973788","9253842","9526558","9790084","10046325","10297983","10549399","10804131","11062433","11324277","11592638","11871104","12162187","12468689","12790312","13122839","13460031","13798085","14134058","14471211","14819424","15192298","15598927","16043731","16522000","17022465","17528961","18029824","18519937","19002656","19484898","19977500","20487607","21017613","21562793","22114654","22661298","23194257","23709119","24208391","24698819","25190652","25690611","26201961","26720370","27236006","27735040","28208035","28650955","29068159","29468872","29866559","30270962","30684804","31105028","31528585"
Malaysia,"MYS","Population, male","SP.POP.TOTL.MA.IN","4152225","4284336","4422913","4564743","4705519","4842175","4973717","5101132","5225858","5350188","5476047","5603537","5732700","5865294","6003473","6148725","6302758","6465349","6633919","6804634","6975173","7143610","7311961","7486521","7675979","7886106","8119774","8373879","8640817","8909739","9172841","9427014","9674618","9919951","10169746","10428677","10697962","10975216","11257108","11538834","11816912","12089490","12357515","12623642","12891930","13164875","13443737","13726243","14007145","14279182","14537206","14779155","15006754","15223354","15434202","15643244","15851302","16057426","16261684"
Malaysia,"MYS","Population, female","SP.POP.TOTL.FE.IN","4004122","4133488","4269429","4409045","4548323","4684383","4816367","4945193","5072125","5199211","5328084","5458896","5591577","5727344","5867631","6013462","6165931","6324963","6488920","6655397","6822912","6990448","7159250","7332903","7516319","7712821","7923957","8148121","8381648","8619222","8856983","9092923","9328038","9564947","9807754","10058930","10319651","10587577","10857546","11122464","11377345","11619629","11850876","12075177","12298722","12525736","12758224","12994127","13228861","13455858","13670829","13871800","14061405","14245518","14432357","14627718","14833502","15047602","15266901"
Malaysia,"MYS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","59.466","60.044","60.605","61.148","61.672","62.176","62.661","63.128","63.581","64.019","64.445","64.857","65.256","65.643","66.019","66.383","66.736","67.078","67.41","67.732","68.044","68.348","68.643","68.93","69.21","69.482","69.746","70.002","70.251","70.492","70.727","70.955","71.177","71.394","71.605","71.813","72.019","72.222","72.422","72.616","72.8","72.966","73.113","73.242","73.356","73.463","73.577","73.704","73.852","74.022","74.21","74.408","74.606","74.797","74.976","75.143","75.3","75.452",""
Maldives,"MDV","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","268.294936305477","273.351016662042","282.222911808493","328.123438154164","598.870911125462","670.87127883983","723.016436545153","695.810333930411","803.729906141568","875.411751097356","963.841785800205","1064.05757834755","1205.65195251928","1328.60675722168","1431.62334098536","1569.96350410706","1737.70011132066","1926.2422297395","2011.86939196912","2154.22884618657","2234.57986558466","3039.33462296316","3049.19761647393","3475.98330493454","3941.43113584887","3639.9665762434","4809.96311494807","5574.45187632955","6614.15914742089","6636.41241602952","7076.66242320238","7291.42764039704","7265.61365556669","7928.45736514824","8499.36576172668","9033.3904129872","9282.72355273961","9801.62454193575","10223.6364890278"
Maldives,"MDV","Population, total","SP.POP.TOTL","89863","92325","94905","97551","100171","102718","105136","107478","109891","112582","115691","119302","123354","127701","132104","136417","140563","144631","148780","153276","158272","163824","169851","176244","182850","189537","196264","203028","209785","216510","223158","229751","236265","242605","248588","254139","259183","263842","268455","273527","279398","286306","294186","302683","311265","319608","327487","335169","343452","353398","365734","380495","397237","415593","435015","454915","475513","496402","515696"
Maldives,"MDV","Population, male","SP.POP.TOTL.MA.IN","48941","50119","51366","52628","53816","54879","55768","56522","57316","58359","59806","61731","64069","66663","69261","71718","73943","76020","78065","80274","82778","85609","88705","91988","95330","98645","101895","105097","108249","111351","114408","117438","120446","123378","126131","128681","130968","133089","135311","138012","141455","145795","150967","156712","162636","168465","174033","179499","185309","192101","200306","209984","220863","232663","244953","257316","269818","282258","293595"
Maldives,"MDV","Population, female","SP.POP.TOTL.FE.IN","40922","42206","43539","44923","46355","47839","49368","50956","52575","54223","55885","57571","59285","61038","62843","64699","66620","68611","70715","73002","75494","78215","81146","84256","87520","90892","94369","97931","101536","105159","108750","112313","115819","119227","122457","125458","128215","130753","133144","135515","137943","140511","143219","145971","148629","151143","153454","155670","158143","161297","165428","170511","176374","182930","190062","197599","205695","214144","222101"
Maldives,"MDV","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","37.397","37.995","38.626","39.281","39.956","40.643","41.339","42.046","42.764","43.495","44.241","45.009","45.803","46.624","47.474","48.355","49.271","50.215","51.18","52.154","53.12","54.061","54.964","55.826","56.648","57.437","58.208","58.98","59.766","60.573","61.399","62.237","63.077","63.911","64.739","65.568","66.408","67.267","68.144","69.035","69.936","70.842","71.737","72.603","73.418","74.151","74.771","75.269","75.648","75.92","76.112","76.259","76.401","76.571","76.783","77.042","77.339","77.649",""
Mali,"MLI","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","48.2798654834855","59.4675275565151","57.9918001150996","60.4756500013374","71.1547032389973","79.1574879222282","90.1001936661963","84.5976489245494","128.151031964373","142.37785666833","156.405949369652","178.990944499952","229.346044930496","248.188933681431","212.720113068273","180.513461186088","171.999588677702","160.228101522016","177.759916329217","232.892608455775","259.311949059696","265.439013877581","262.967850392529","317.389306906928","315.456317277403","319.838029708742","310.138251539989","223.018023022011","282.341255036895","282.633000795618","267.18915875462","281.872630907954","323.168638837574","269.871137691703","307.436920532829","334.836520639048","392.524758957184","440.168441800791","488.828137358059","522.578372431972","596.690188823963","690.88243975853","698.218382466668","709.581964584771","836.509809417356","778.669462492053","805.259668494187","847.150266858533","751.170496562966","779.874933008414","828.613220238384","901.403100689224"
Mali,"MLI","Population, total","SP.POP.TOTL","5263733","5322266","5381368","5441613","5503752","5568484","5635859","5706199","5780835","5861412","5949045","6044530","6147458","6256187","6368348","6482278","6596728","6712267","6831085","6956402","7090126","7234728","7388668","7545166","7694855","7831889","7952865","8062219","8171522","8296915","8449913","8635527","8850334","9087176","9334880","9585653","9837571","10094368","10360561","10642936","10946445","11271600","11616887","11982695","12369070","12775516","13203378","13651464","14113577","14581429","15049353","15514591","15979499","16449864","16934220","17438778","17965429","18512394","19077690"
Mali,"MLI","Population, male","SP.POP.TOTL.MA.IN","2660862","2687427","2714128","2741316","2769489","2799065","2830082","2862696","2897613","2935741","2977676","3023851","3074019","3127221","3182052","3237542","3292946","3348582","3405724","3466238","3531232","3602134","3678042","3755032","3827689","3892622","3947858","3995968","4043658","4100272","4172467","4263099","4370158","4489571","4614939","4741776","4868998","4998652","5133099","5275897","5429665","5594596","5769842","5955678","6152223","6359255","6577563","6806425","7042341","7280618","7518051","7753084","7987052","8223318","8466800","8721075","8987240","9264258","9550941"
Mali,"MLI","Population, female","SP.POP.TOTL.FE.IN","2602871","2634839","2667240","2700297","2734263","2769419","2805777","2843503","2883222","2925671","2971369","3020679","3073439","3128966","3186296","3244736","3303782","3363685","3425361","3490164","3558894","3632594","3710626","3790134","3867166","3939267","4005007","4066251","4127864","4196643","4277446","4372428","4480176","4597605","4719941","4843877","4968573","5095716","5227462","5367039","5516780","5677004","5847045","6027017","6216847","6416261","6625815","6845039","7071236","7300811","7531302","7761507","7992447","8226546","8467420","8717703","8978189","9248136","9526749"
